round,accuracy,loss
0,0.0895,2.3048766172384916
1,0.2394,12.409613283374641
2,0.1957,2.242806887324852
3,0.2222,11.524697279628318
4,0.3267,2.1471051173874094
5,0.3583,3.100610950325109
6,0.4245,1.9529078519797023
7,0.3909,2.6337858634659006
8,0.4298,2.382766366004944
9,0.4787,2.2345790093458153
10,0.4823,1.939278868180287
