round,accuracy,loss
1,0.9155333333333333,0.30114429016908006
2,0.9372833333333335,0.2212271002640327
3,0.9487500000000001,0.17717771302411953
4,0.95745,0.14780292631884415
5,0.9631166666666667,0.12728302823727328
