round,accuracy,loss
1,0.7686,1.3217639088948567
2,0.8399166666666668,0.7324052933851878
3,0.8660166666666667,0.5539628740469614
4,0.87945,0.47247378261089323
5,0.8862333333333334,0.426925561885039
