round,accuracy,loss
0,0.0998,2.3043516315991366
1,0.1881,15.17186698430701
2,0.1881,15.17186698430701
3,0.1386,5.711669553684283
4,0.1513,15.333399338058278
5,0.2775,2.559894154343424
6,0.343,3.2188732111001315
7,0.4095,2.2565663886975638
8,0.5025,1.6167872329301471
9,0.5213,1.5785280466079712
10,0.5107,1.750779689112796
